"gene","seqid","type"
"ENSMUSG00000082688","11","pseudogene"
"ENSMUSG00000082689","2","pseudogene"
"ENSMUSG00000082690","X","pseudogene"
"ENSMUSG00000082691","6","pseudogene"
"ENSMUSG00000082692","5","pseudogene"
"ENSMUSG00000082693","X","pseudogene"
"ENSMUSG00000082696","X","pseudogene"
"ENSMUSG00000082698","8","pseudogene"
"ENSMUSG00000082699","4","pseudogene"
"ENSMUSG00000082700","2","pseudogene"
"ENSMUSG00000082701","2","pseudogene"
"ENSMUSG00000082703","4","pseudogene"
"ENSMUSG00000082704","4","pseudogene"
"ENSMUSG00000082705","5","pseudogene"
"ENSMUSG00000082706","11","pseudogene"
"ENSMUSG00000082707","X","pseudogene"
"ENSMUSG00000082708","X","pseudogene"
"ENSMUSG00000082709","4","pseudogene"
"ENSMUSG00000082710","8","pseudogene"
"ENSMUSG00000082711","4","pseudogene"
"ENSMUSG00000082712","2","pseudogene"
"ENSMUSG00000082713","X","pseudogene"
"ENSMUSG00000082714","7","pseudogene"
"ENSMUSG00000082715","11","pseudogene"
"ENSMUSG00000082716","5","pseudogene"
"ENSMUSG00000082717","4","pseudogene"
"ENSMUSG00000082718","X","pseudogene"
"ENSMUSG00000082720","3","pseudogene"
"ENSMUSG00000082721","11","pseudogene"
"ENSMUSG00000082722","13","pseudogene"
"ENSMUSG00000082723","X","pseudogene"
"ENSMUSG00000082724","2","pseudogene"
"ENSMUSG00000082725","4","pseudogene"
"ENSMUSG00000082726","11","pseudogene"
"ENSMUSG00000082727","2","pseudogene"
"ENSMUSG00000082728","X","pseudogene"
"ENSMUSG00000082729","X","pseudogene"
"ENSMUSG00000082730","13","pseudogene"
"ENSMUSG00000082732","4","pseudogene"
"ENSMUSG00000082733","X","pseudogene"
"ENSMUSG00000082734","X","pseudogene"
"ENSMUSG00000082735","X","pseudogene"
"ENSMUSG00000082736","X","pseudogene"
"ENSMUSG00000082737","11","pseudogene"
"ENSMUSG00000082738","14","pseudogene"
"ENSMUSG00000082739","7","pseudogene"
"ENSMUSG00000082740","2","pseudogene"
"ENSMUSG00000082741","17","pseudogene"
"ENSMUSG00000082743","4","pseudogene"
"ENSMUSG00000082744","9","pseudogene"
"ENSMUSG00000082745","1","pseudogene"
"ENSMUSG00000082746","X","pseudogene"
"ENSMUSG00000082749","11","pseudogene"
"ENSMUSG00000082750","11","pseudogene"
"ENSMUSG00000082751","X","pseudogene"
"ENSMUSG00000082752","X","pseudogene"
"ENSMUSG00000082754","2","gene"
"ENSMUSG00000082755","X","pseudogene"
"ENSMUSG00000082757","X","pseudogene"
"ENSMUSG00000082758","4","pseudogene"
"ENSMUSG00000082759","X","pseudogene"
"ENSMUSG00000082760","5","pseudogene"
"ENSMUSG00000082762","4","pseudogene"
"ENSMUSG00000082763","3","pseudogene"
"ENSMUSG00000082765","2","pseudogene"
"ENSMUSG00000082766","3","ncRNA_gene"
"ENSMUSG00000082767","11","pseudogene"
"ENSMUSG00000082768","4","pseudogene"
"ENSMUSG00000082769","1","pseudogene"
"ENSMUSG00000082770","X","pseudogene"
"ENSMUSG00000082771","4","pseudogene"
"ENSMUSG00000082772","X","pseudogene"
"ENSMUSG00000082773","X","pseudogene"
"ENSMUSG00000082774","1","pseudogene"
"ENSMUSG00000082775","X","pseudogene"
"ENSMUSG00000082776","X","pseudogene"
"ENSMUSG00000082777","6","pseudogene"
"ENSMUSG00000082778","X","pseudogene"
"ENSMUSG00000082779","4","pseudogene"
"ENSMUSG00000082780","7","pseudogene"
"ENSMUSG00000082781","6","pseudogene"
"ENSMUSG00000082782","7","pseudogene"
"ENSMUSG00000082783","X","pseudogene"
"ENSMUSG00000082784","18","pseudogene"
"ENSMUSG00000082785","13","pseudogene"
"ENSMUSG00000082786","2","pseudogene"
"ENSMUSG00000082788","2","pseudogene"
"ENSMUSG00000082789","4","pseudogene"
"ENSMUSG00000082790","11","pseudogene"
"ENSMUSG00000082791","6","pseudogene"
"ENSMUSG00000082792","11","pseudogene"
"ENSMUSG00000082793","14","pseudogene"
"ENSMUSG00000082794","X","pseudogene"
"ENSMUSG00000082795","2","pseudogene"
"ENSMUSG00000082796","2","pseudogene"
"ENSMUSG00000082797","11","pseudogene"
"ENSMUSG00000082798","11","pseudogene"
"ENSMUSG00000082799","X","pseudogene"
"ENSMUSG00000082800","2","pseudogene"
"ENSMUSG00000082802","7","pseudogene"
"ENSMUSG00000082804","1","pseudogene"
"ENSMUSG00000082806","11","pseudogene"
"ENSMUSG00000082807","X","pseudogene"
"ENSMUSG00000082809","2","pseudogene"
"ENSMUSG00000082810","X","pseudogene"
"ENSMUSG00000082812","X","pseudogene"
"ENSMUSG00000082814","4","pseudogene"
"ENSMUSG00000082815","16","gene"
"ENSMUSG00000082816","11","pseudogene"
"ENSMUSG00000082817","X","pseudogene"
"ENSMUSG00000082818","11","pseudogene"
"ENSMUSG00000082819","14","pseudogene"
"ENSMUSG00000082820","2","pseudogene"
"ENSMUSG00000082821","4","pseudogene"
"ENSMUSG00000082822","X","pseudogene"
"ENSMUSG00000082823","16","pseudogene"
"ENSMUSG00000082824","X","pseudogene"
"ENSMUSG00000082825","4","pseudogene"
"ENSMUSG00000082826","3","pseudogene"
"ENSMUSG00000082827","X","pseudogene"
"ENSMUSG00000082828","10","pseudogene"
"ENSMUSG00000082829","6","pseudogene"
"ENSMUSG00000082831","11","pseudogene"
"ENSMUSG00000082832","X","pseudogene"
"ENSMUSG00000082833","4","pseudogene"
"ENSMUSG00000082835","4","pseudogene"
"ENSMUSG00000082836","2","pseudogene"
"ENSMUSG00000082837","1","pseudogene"
"ENSMUSG00000082838","X","pseudogene"
"ENSMUSG00000082839","X","pseudogene"
"ENSMUSG00000082840","X","pseudogene"
"ENSMUSG00000082841","4","pseudogene"
"ENSMUSG00000082842","X","pseudogene"
"ENSMUSG00000082843","4","pseudogene"
"ENSMUSG00000082844","2","pseudogene"
"ENSMUSG00000082845","2","pseudogene"
"ENSMUSG00000082846","2","pseudogene"
"ENSMUSG00000082847","X","pseudogene"
"ENSMUSG00000082848","19","ncRNA_gene"
"ENSMUSG00000082849","2","pseudogene"
"ENSMUSG00000082850","2","pseudogene"
"ENSMUSG00000082851","4","pseudogene"
"ENSMUSG00000082852","11","pseudogene"
"ENSMUSG00000082853","X","pseudogene"
"ENSMUSG00000082855","X","pseudogene"
"ENSMUSG00000082856","X","pseudogene"
"ENSMUSG00000082857","11","pseudogene"
"ENSMUSG00000082858","2","pseudogene"
"ENSMUSG00000082859","8","pseudogene"
"ENSMUSG00000082860","4","pseudogene"
"ENSMUSG00000082861","13","pseudogene"
"ENSMUSG00000082862","2","pseudogene"
"ENSMUSG00000082863","X","pseudogene"
"ENSMUSG00000082864","2","pseudogene"
"ENSMUSG00000082865","X","pseudogene"
"ENSMUSG00000082867","5","pseudogene"
"ENSMUSG00000082868","4","pseudogene"
"ENSMUSG00000082869","13","pseudogene"
"ENSMUSG00000082870","11","pseudogene"
"ENSMUSG00000082871","2","pseudogene"
"ENSMUSG00000082872","7","pseudogene"
"ENSMUSG00000082873","X","pseudogene"
"ENSMUSG00000082874","11","pseudogene"
"ENSMUSG00000082875","11","pseudogene"
"ENSMUSG00000082876","4","pseudogene"
"ENSMUSG00000082877","4","pseudogene"
"ENSMUSG00000082878","3","pseudogene"
"ENSMUSG00000082879","2","pseudogene"
"ENSMUSG00000082882","2","gene"
"ENSMUSG00000082884","2","pseudogene"
"ENSMUSG00000082886","X","pseudogene"
"ENSMUSG00000082887","X","pseudogene"
"ENSMUSG00000082888","4","pseudogene"
"ENSMUSG00000082889","4","pseudogene"
"ENSMUSG00000082890","X","pseudogene"
"ENSMUSG00000082891","4","pseudogene"
"ENSMUSG00000082892","2","pseudogene"
"ENSMUSG00000082893","13","pseudogene"
"ENSMUSG00000082894","X","pseudogene"
"ENSMUSG00000082895","2","pseudogene"
"ENSMUSG00000082896","3","pseudogene"
"ENSMUSG00000082897","11","pseudogene"
"ENSMUSG00000082898","11","pseudogene"
"ENSMUSG00000082899","4","pseudogene"
"ENSMUSG00000082900","11","pseudogene"
"ENSMUSG00000082901","2","pseudogene"
"ENSMUSG00000082902","4","pseudogene"
"ENSMUSG00000082903","2","pseudogene"
"ENSMUSG00000082905","X","pseudogene"
"ENSMUSG00000082906","X","pseudogene"
"ENSMUSG00000082907","X","pseudogene"
"ENSMUSG00000082908","2","pseudogene"
"ENSMUSG00000082910","X","pseudogene"
"ENSMUSG00000082911","2","pseudogene"
"ENSMUSG00000082912","X","pseudogene"
"ENSMUSG00000082913","X","pseudogene"
"ENSMUSG00000082915","X","pseudogene"
"ENSMUSG00000082917","11","pseudogene"
"ENSMUSG00000082918","8","pseudogene"
"ENSMUSG00000082919","4","pseudogene"
"ENSMUSG00000082920","6","pseudogene"
"ENSMUSG00000082922","7","pseudogene"
"ENSMUSG00000082924","2","pseudogene"
"ENSMUSG00000082925","4","pseudogene"
"ENSMUSG00000082926","X","pseudogene"
"ENSMUSG00000082927","X","pseudogene"
"ENSMUSG00000082928","4","pseudogene"
"ENSMUSG00000082929","X","pseudogene"
"ENSMUSG00000082930","2","pseudogene"
"ENSMUSG00000082931","2","pseudogene"
"ENSMUSG00000082932","4","gene"
"ENSMUSG00000082933","X","pseudogene"
"ENSMUSG00000082934","2","pseudogene"
"ENSMUSG00000082935","1","pseudogene"
"ENSMUSG00000082936","10","pseudogene"
"ENSMUSG00000082937","X","pseudogene"
"ENSMUSG00000082938","5","pseudogene"
"ENSMUSG00000082939","X","pseudogene"
"ENSMUSG00000082940","2","pseudogene"
"ENSMUSG00000082941","4","pseudogene"
"ENSMUSG00000082943","2","pseudogene"
"ENSMUSG00000082945","11","pseudogene"
"ENSMUSG00000082947","11","pseudogene"
"ENSMUSG00000082949","4","pseudogene"
"ENSMUSG00000082950","X","pseudogene"
"ENSMUSG00000082951","2","pseudogene"
"ENSMUSG00000082952","4","pseudogene"
"ENSMUSG00000082953","2","pseudogene"
"ENSMUSG00000082954","7","pseudogene"
"ENSMUSG00000082955","X","pseudogene"
"ENSMUSG00000082956","13","pseudogene"
"ENSMUSG00000082957","8","pseudogene"
"ENSMUSG00000082958","4","pseudogene"
"ENSMUSG00000082960","10","pseudogene"
"ENSMUSG00000082961","X","pseudogene"
"ENSMUSG00000082962","4","pseudogene"
"ENSMUSG00000082963","4","pseudogene"
"ENSMUSG00000082964","X","pseudogene"
"ENSMUSG00000082965","X","pseudogene"
"ENSMUSG00000082966","X","pseudogene"
"ENSMUSG00000082967","14","pseudogene"
"ENSMUSG00000082968","X","pseudogene"
"ENSMUSG00000082969","4","pseudogene"
"ENSMUSG00000082970","X","pseudogene"
"ENSMUSG00000082971","2","pseudogene"
"ENSMUSG00000082973","2","pseudogene"
"ENSMUSG00000082974","X","pseudogene"
"ENSMUSG00000082975","X","pseudogene"
"ENSMUSG00000082976","8","gene"
"ENSMUSG00000082977","4","pseudogene"
"ENSMUSG00000082978","4","pseudogene"
"ENSMUSG00000082980","2","gene"
"ENSMUSG00000082981","11","pseudogene"
"ENSMUSG00000082982","2","pseudogene"
"ENSMUSG00000082983","11","pseudogene"
"ENSMUSG00000082985","2","pseudogene"
"ENSMUSG00000082986","13","pseudogene"
"ENSMUSG00000082987","2","pseudogene"
"ENSMUSG00000082988","7","pseudogene"
"ENSMUSG00000082989","2","pseudogene"
"ENSMUSG00000082990","2","pseudogene"
"ENSMUSG00000082991","4","pseudogene"
"ENSMUSG00000082993","11","pseudogene"
"ENSMUSG00000082994","4","pseudogene"
"ENSMUSG00000082995","X","pseudogene"
"ENSMUSG00000082996","X","pseudogene"
"ENSMUSG00000082997","2","pseudogene"
"ENSMUSG00000082998","4","pseudogene"
"ENSMUSG00000083000","8","pseudogene"
"ENSMUSG00000083001","4","pseudogene"
"ENSMUSG00000083004","2","pseudogene"
"ENSMUSG00000083005","4","pseudogene"
"ENSMUSG00000083006","5","pseudogene"
"ENSMUSG00000083007","2","pseudogene"
"ENSMUSG00000083008","11","pseudogene"
"ENSMUSG00000083009","2","pseudogene"
"ENSMUSG00000083010","X","pseudogene"
"ENSMUSG00000083011","4","pseudogene"
"ENSMUSG00000083012","5","gene"
"ENSMUSG00000083013","4","pseudogene"
"ENSMUSG00000083014","2","pseudogene"
"ENSMUSG00000083015","11","pseudogene"
"ENSMUSG00000083016","11","pseudogene"
"ENSMUSG00000083017","11","pseudogene"
"ENSMUSG00000083018","2","pseudogene"
"ENSMUSG00000083019","X","pseudogene"
"ENSMUSG00000083020","17","pseudogene"
"ENSMUSG00000083022","11","pseudogene"
"ENSMUSG00000083023","4","pseudogene"
"ENSMUSG00000083024","X","pseudogene"
"ENSMUSG00000083025","4","pseudogene"
"ENSMUSG00000083026","X","pseudogene"
"ENSMUSG00000083027","4","pseudogene"
"ENSMUSG00000083029","2","pseudogene"
"ENSMUSG00000083030","X","pseudogene"
"ENSMUSG00000083031","X","pseudogene"
"ENSMUSG00000083032","9","pseudogene"
"ENSMUSG00000083033","X","pseudogene"
"ENSMUSG00000083034","2","pseudogene"
"ENSMUSG00000083036","19","pseudogene"
"ENSMUSG00000083037","X","pseudogene"
"ENSMUSG00000083038","4","pseudogene"
"ENSMUSG00000083039","1","pseudogene"
"ENSMUSG00000083041","6","pseudogene"
"ENSMUSG00000083042","13","pseudogene"
"ENSMUSG00000083043","2","pseudogene"
"ENSMUSG00000083044","4","pseudogene"
"ENSMUSG00000083045","3","pseudogene"
"ENSMUSG00000083046","X","pseudogene"
"ENSMUSG00000083047","2","pseudogene"
"ENSMUSG00000083049","X","pseudogene"
"ENSMUSG00000083050","4","pseudogene"
"ENSMUSG00000083052","11","pseudogene"
"ENSMUSG00000083053","X","pseudogene"
"ENSMUSG00000083054","4","pseudogene"
"ENSMUSG00000083055","2","pseudogene"
"ENSMUSG00000083057","2","pseudogene"
"ENSMUSG00000083058","X","pseudogene"
"ENSMUSG00000083059","2","pseudogene"
"ENSMUSG00000083060","X","pseudogene"
"ENSMUSG00000083061","11","pseudogene"
"ENSMUSG00000083062","X","pseudogene"
"ENSMUSG00000083063","X","pseudogene"
"ENSMUSG00000083064","1","pseudogene"
"ENSMUSG00000083065","4","pseudogene"
"ENSMUSG00000083066","1","pseudogene"
"ENSMUSG00000083067","X","pseudogene"
"ENSMUSG00000083068","4","pseudogene"
"ENSMUSG00000083069","X","pseudogene"
"ENSMUSG00000083070","2","pseudogene"
"ENSMUSG00000083072","2","pseudogene"
"ENSMUSG00000083073","4","pseudogene"
"ENSMUSG00000083074","X","pseudogene"
"ENSMUSG00000083075","11","pseudogene"
"ENSMUSG00000083076","4","pseudogene"
"ENSMUSG00000083077","2","pseudogene"
"ENSMUSG00000083078","4","pseudogene"
"ENSMUSG00000083079","3","pseudogene"
"ENSMUSG00000083080","4","pseudogene"
"ENSMUSG00000083081","4","pseudogene"
"ENSMUSG00000083083","15","pseudogene"
"ENSMUSG00000083084","X","pseudogene"
"ENSMUSG00000083085","7","pseudogene"
"ENSMUSG00000083086","6","pseudogene"
"ENSMUSG00000083087","4","pseudogene"
"ENSMUSG00000083088","2","pseudogene"
"ENSMUSG00000083089","X","pseudogene"
"ENSMUSG00000083090","11","pseudogene"
"ENSMUSG00000083091","4","pseudogene"
"ENSMUSG00000083093","X","pseudogene"
"ENSMUSG00000083094","X","pseudogene"
"ENSMUSG00000083096","13","pseudogene"
"ENSMUSG00000083097","2","pseudogene"
"ENSMUSG00000083098","X","pseudogene"
"ENSMUSG00000083099","X","pseudogene"
"ENSMUSG00000083100","5","pseudogene"
"ENSMUSG00000083101","2","pseudogene"
"ENSMUSG00000083103","X","pseudogene"
"ENSMUSG00000083104","4","pseudogene"
"ENSMUSG00000083105","4","pseudogene"
"ENSMUSG00000083106","8","pseudogene"
"ENSMUSG00000083107","6","pseudogene"
"ENSMUSG00000083109","4","pseudogene"
"ENSMUSG00000083110","2","pseudogene"
"ENSMUSG00000083111","2","pseudogene"
"ENSMUSG00000083112","X","pseudogene"
"ENSMUSG00000083113","X","pseudogene"
"ENSMUSG00000083114","X","pseudogene"
"ENSMUSG00000083115","2","pseudogene"
"ENSMUSG00000083116","2","pseudogene"
"ENSMUSG00000083117","X","pseudogene"
"ENSMUSG00000083118","1","pseudogene"
"ENSMUSG00000083119","X","pseudogene"
"ENSMUSG00000083120","6","pseudogene"
"ENSMUSG00000083121","7","pseudogene"
"ENSMUSG00000083122","3","pseudogene"
"ENSMUSG00000083123","X","pseudogene"
"ENSMUSG00000083124","13","pseudogene"
"ENSMUSG00000083126","2","pseudogene"
"ENSMUSG00000083127","X","pseudogene"
"ENSMUSG00000083128","4","pseudogene"
"ENSMUSG00000083129","11","pseudogene"
"ENSMUSG00000083130","X","pseudogene"
"ENSMUSG00000083135","11","pseudogene"
"ENSMUSG00000083136","X","pseudogene"
"ENSMUSG00000083137","11","pseudogene"
"ENSMUSG00000083138","4","gene"
"ENSMUSG00000083139","4","pseudogene"
"ENSMUSG00000083140","X","pseudogene"
"ENSMUSG00000083141","16","pseudogene"
"ENSMUSG00000083142","11","pseudogene"
"ENSMUSG00000083143","2","pseudogene"
"ENSMUSG00000083144","X","pseudogene"
"ENSMUSG00000083145","4","pseudogene"
"ENSMUSG00000083147","2","pseudogene"
"ENSMUSG00000083149","13","pseudogene"
"ENSMUSG00000083150","4","pseudogene"
"ENSMUSG00000083151","X","pseudogene"
"ENSMUSG00000083152","5","pseudogene"
"ENSMUSG00000083153","4","pseudogene"
"ENSMUSG00000083154","4","pseudogene"
"ENSMUSG00000083155","11","pseudogene"
"ENSMUSG00000083156","11","pseudogene"
"ENSMUSG00000083157","2","pseudogene"
"ENSMUSG00000083158","X","pseudogene"
"ENSMUSG00000083159","11","pseudogene"
"ENSMUSG00000083160","19","pseudogene"
"ENSMUSG00000083161","11","pseudogene"
"ENSMUSG00000083162","X","pseudogene"
"ENSMUSG00000083163","11","pseudogene"
"ENSMUSG00000083165","13","pseudogene"
"ENSMUSG00000083166","X","pseudogene"
"ENSMUSG00000083167","13","pseudogene"
"ENSMUSG00000083168","2","pseudogene"
"ENSMUSG00000083169","14","pseudogene"
"ENSMUSG00000083170","2","pseudogene"
"ENSMUSG00000083171","11","pseudogene"
"ENSMUSG00000083172","2","pseudogene"
"ENSMUSG00000083173","4","pseudogene"
"ENSMUSG00000083174","X","pseudogene"
"ENSMUSG00000083175","11","pseudogene"
"ENSMUSG00000083176","11","pseudogene"
"ENSMUSG00000083177","X","pseudogene"
"ENSMUSG00000083178","11","pseudogene"
"ENSMUSG00000083179","4","pseudogene"
"ENSMUSG00000083180","X","pseudogene"
"ENSMUSG00000083181","2","pseudogene"
"ENSMUSG00000083182","5","pseudogene"
"ENSMUSG00000083183","16","pseudogene"
"ENSMUSG00000083185","2","pseudogene"
"ENSMUSG00000083186","4","pseudogene"
"ENSMUSG00000083188","11","gene"
"ENSMUSG00000083190","4","pseudogene"
"ENSMUSG00000083191","12","pseudogene"
"ENSMUSG00000083193","12","ncRNA_gene"
"ENSMUSG00000083195","2","pseudogene"
"ENSMUSG00000083196","10","pseudogene"
"ENSMUSG00000083197","2","pseudogene"
"ENSMUSG00000083199","X","pseudogene"
"ENSMUSG00000083200","X","pseudogene"
"ENSMUSG00000083201","11","pseudogene"
"ENSMUSG00000083202","4","pseudogene"
"ENSMUSG00000083203","11","pseudogene"
"ENSMUSG00000083204","2","pseudogene"
"ENSMUSG00000083205","X","pseudogene"
"ENSMUSG00000083206","13","pseudogene"
"ENSMUSG00000083207","X","pseudogene"
"ENSMUSG00000083208","11","pseudogene"
"ENSMUSG00000083209","11","pseudogene"
"ENSMUSG00000083210","X","pseudogene"
"ENSMUSG00000083211","2","pseudogene"
"ENSMUSG00000083212","11","pseudogene"
"ENSMUSG00000083213","X","pseudogene"
"ENSMUSG00000083214","4","pseudogene"
"ENSMUSG00000083215","2","pseudogene"
"ENSMUSG00000083216","7","pseudogene"
"ENSMUSG00000083218","8","pseudogene"
"ENSMUSG00000083219","4","pseudogene"
"ENSMUSG00000083220","4","pseudogene"
"ENSMUSG00000083221","6","pseudogene"
"ENSMUSG00000083222","3","pseudogene"
"ENSMUSG00000083223","X","pseudogene"
"ENSMUSG00000083224","4","pseudogene"
"ENSMUSG00000083225","X","pseudogene"
"ENSMUSG00000083226","16","pseudogene"
"ENSMUSG00000083227","11","pseudogene"
"ENSMUSG00000083228","4","pseudogene"
"ENSMUSG00000083229","4","pseudogene"
"ENSMUSG00000083230","2","pseudogene"
"ENSMUSG00000083231","X","pseudogene"
"ENSMUSG00000083232","4","pseudogene"
"ENSMUSG00000083233","2","pseudogene"
"ENSMUSG00000083234","11","pseudogene"
"ENSMUSG00000083235","4","pseudogene"
"ENSMUSG00000083236","X","pseudogene"
"ENSMUSG00000083237","11","pseudogene"
"ENSMUSG00000083238","4","pseudogene"
"ENSMUSG00000083239","4","pseudogene"
"ENSMUSG00000083240","2","pseudogene"
"ENSMUSG00000083241","4","pseudogene"
"ENSMUSG00000083242","1","pseudogene"
"ENSMUSG00000083243","X","pseudogene"
"ENSMUSG00000083244","1","pseudogene"
"ENSMUSG00000083245","4","pseudogene"
"ENSMUSG00000083246","4","pseudogene"
"ENSMUSG00000083248","7","pseudogene"
"ENSMUSG00000083249","X","pseudogene"
"ENSMUSG00000083250","X","pseudogene"
"ENSMUSG00000083251","8","pseudogene"
"ENSMUSG00000083252","2","pseudogene"
"ENSMUSG00000083253","X","pseudogene"
"ENSMUSG00000083254","7","pseudogene"
"ENSMUSG00000083255","4","pseudogene"
"ENSMUSG00000083256","X","pseudogene"
"ENSMUSG00000083257","10","pseudogene"
"ENSMUSG00000083258","X","pseudogene"
"ENSMUSG00000083260","2","pseudogene"
"ENSMUSG00000083261","5","pseudogene"
"ENSMUSG00000083262","X","pseudogene"
"ENSMUSG00000083263","X","pseudogene"
"ENSMUSG00000083264","2","pseudogene"
"ENSMUSG00000083267","2","pseudogene"
"ENSMUSG00000083268","11","pseudogene"
"ENSMUSG00000083269","2","pseudogene"
"ENSMUSG00000083270","2","pseudogene"
"ENSMUSG00000083271","4","pseudogene"
"ENSMUSG00000083272","4","pseudogene"
"ENSMUSG00000083274","2","pseudogene"
"ENSMUSG00000083275","X","pseudogene"
"ENSMUSG00000083276","2","pseudogene"
"ENSMUSG00000083277","1","pseudogene"
"ENSMUSG00000083278","X","pseudogene"
"ENSMUSG00000083279","2","pseudogene"
"ENSMUSG00000083280","4","pseudogene"
